section,category,description,region,date,metric,value
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-26,Patients Admitted to the Hospital,23
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-26,7-Day Average of Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-27,Patients Admitted to the Hospital,41
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-27,7-Day Average of Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-28,Patients Admitted to the Hospital,41
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-28,7-Day Average of Patients Admitted to the Hospital,34
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-29,Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-29,7-Day Average of Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-30,Patients Admitted to the Hospital,36
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-30,7-Day Average of Patients Admitted to the Hospital,33
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-31,Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-07-31,7-Day Average of Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-01,Patients Admitted to the Hospital,14
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-01,7-Day Average of Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-02,Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-02,7-Day Average of Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-03,Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-03,7-Day Average of Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-04,Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-04,7-Day Average of Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-05,Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-05,7-Day Average of Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-06,Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-06,7-Day Average of Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-07,Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-07,7-Day Average of Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-08,Patients Admitted to the Hospital,33
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-08,7-Day Average of Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-09,Patients Admitted to the Hospital,17
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-09,7-Day Average of Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-10,Patients Admitted to the Hospital,11
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-10,7-Day Average of Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-11,Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-11,7-Day Average of Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-12,Patients Admitted to the Hospital,33
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-12,7-Day Average of Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-13,Patients Admitted to the Hospital,15
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-13,7-Day Average of Patients Admitted to the Hospital,23
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-14,Patients Admitted to the Hospital,15
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-14,7-Day Average of Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-15,Patients Admitted to the Hospital,14
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-15,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-16,Patients Admitted to the Hospital,14
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-16,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-17,Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-17,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-18,Patients Admitted to the Hospital,8
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-18,7-Day Average of Patients Admitted to the Hospital,17
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-19,Patients Admitted to the Hospital,16
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-19,7-Day Average of Patients Admitted to the Hospital,15
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-20,Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-20,7-Day Average of Patients Admitted to the Hospital,17
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-21,Patients Admitted to the Hospital,44
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-21,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-22,Patients Admitted to the Hospital,12
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-22,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-23,Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-23,7-Day Average of Patients Admitted to the Hospital,23
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-24,Patients Admitted to the Hospital,7
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-24,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-25,Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-25,7-Day Average of Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-26,Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-26,7-Day Average of Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-27,Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-27,7-Day Average of Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-28,Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-28,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-29,Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-29,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-30,Patients Admitted to the Hospital,17
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-30,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-31,Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-08-31,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-01,Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-01,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-02,Patients Admitted to the Hospital,16
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-02,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-03,Patients Admitted to the Hospital,11
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-03,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-04,Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-04,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-05,Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-05,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-06,Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-06,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-07,Patients Admitted to the Hospital,11
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-07,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-08,Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-08,7-Day Average of Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-09,Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-09,7-Day Average of Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-10,Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-10,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-11,Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-11,7-Day Average of Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-12,Patients Admitted to the Hospital,16
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-12,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-13,Patients Admitted to the Hospital,7
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-13,7-Day Average of Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-14,Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-14,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-15,Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-15,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-16,Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-16,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-17,Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-17,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-18,Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-18,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-19,Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-19,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-20,Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-20,7-Day Average of Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-21,Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-21,7-Day Average of Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-22,Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-22,7-Day Average of Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-23,Patients Admitted to the Hospital,33
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-23,7-Day Average of Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-24,Patients Admitted to the Hospital,43
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-24,7-Day Average of Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-25,Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-25,7-Day Average of Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-26,Patients Admitted to the Hospital,38
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-26,7-Day Average of Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-27,Patients Admitted to the Hospital,14
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-27,7-Day Average of Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-28,Patients Admitted to the Hospital,34
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-28,7-Day Average of Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-29,Patients Admitted to the Hospital,33
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-29,7-Day Average of Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-30,Patients Admitted to the Hospital,43
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-09-30,7-Day Average of Patients Admitted to the Hospital,33
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-01,Patients Admitted to the Hospital,52
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-01,7-Day Average of Patients Admitted to the Hospital,34
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-02,Patients Admitted to the Hospital,49
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-02,7-Day Average of Patients Admitted to the Hospital,38
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-03,Patients Admitted to the Hospital,23
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-03,7-Day Average of Patients Admitted to the Hospital,35
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-04,Patients Admitted to the Hospital,38
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-04,7-Day Average of Patients Admitted to the Hospital,39
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-05,Patients Admitted to the Hospital,43
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-05,7-Day Average of Patients Admitted to the Hospital,40
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-06,Patients Admitted to the Hospital,61
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-06,7-Day Average of Patients Admitted to the Hospital,44
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-07,Patients Admitted to the Hospital,39
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-07,7-Day Average of Patients Admitted to the Hospital,44
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-08,Patients Admitted to the Hospital,47
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-08,7-Day Average of Patients Admitted to the Hospital,43
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-09,Patients Admitted to the Hospital,56
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-09,7-Day Average of Patients Admitted to the Hospital,44
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-10,Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-10,7-Day Average of Patients Admitted to the Hospital,44
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-11,Patients Admitted to the Hospital,43
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-11,7-Day Average of Patients Admitted to the Hospital,44
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-12,Patients Admitted to the Hospital,43
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-12,7-Day Average of Patients Admitted to the Hospital,44
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-13,Patients Admitted to the Hospital,62
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-13,7-Day Average of Patients Admitted to the Hospital,44
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-14,Patients Admitted to the Hospital,78
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-14,7-Day Average of Patients Admitted to the Hospital,50
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-15,Patients Admitted to the Hospital,85
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-15,7-Day Average of Patients Admitted to the Hospital,55
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-16,Patients Admitted to the Hospital,84
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-16,7-Day Average of Patients Admitted to the Hospital,59
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-17,Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-17,7-Day Average of Patients Admitted to the Hospital,61
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-18,Patients Admitted to the Hospital,65
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-18,7-Day Average of Patients Admitted to the Hospital,64
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-19,Patients Admitted to the Hospital,89
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-19,7-Day Average of Patients Admitted to the Hospital,70
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-20,Patients Admitted to the Hospital,113
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-20,7-Day Average of Patients Admitted to the Hospital,78
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-21,Patients Admitted to the Hospital,93
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-21,7-Day Average of Patients Admitted to the Hospital,80
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-22,Patients Admitted to the Hospital,61
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-22,7-Day Average of Patients Admitted to the Hospital,76
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-23,Patients Admitted to the Hospital,86
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-23,7-Day Average of Patients Admitted to the Hospital,77
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-24,Patients Admitted to the Hospital,111
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-24,7-Day Average of Patients Admitted to the Hospital,88
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-25,Patients Admitted to the Hospital,77
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-25,7-Day Average of Patients Admitted to the Hospital,90
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-26,Patients Admitted to the Hospital,63
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-26,7-Day Average of Patients Admitted to the Hospital,86
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-27,Patients Admitted to the Hospital,80
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-27,7-Day Average of Patients Admitted to the Hospital,82
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-28,Patients Admitted to the Hospital,130
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-28,7-Day Average of Patients Admitted to the Hospital,87
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-29,Patients Admitted to the Hospital,116
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-29,7-Day Average of Patients Admitted to the Hospital,95
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-30,Patients Admitted to the Hospital,113
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-30,7-Day Average of Patients Admitted to the Hospital,99
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-31,Patients Admitted to the Hospital,144
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-10-31,7-Day Average of Patients Admitted to the Hospital,103
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-01,Patients Admitted to the Hospital,88
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-01,7-Day Average of Patients Admitted to the Hospital,105
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-02,Patients Admitted to the Hospital,154
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-02,7-Day Average of Patients Admitted to the Hospital,118
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-03,Patients Admitted to the Hospital,154
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-03,7-Day Average of Patients Admitted to the Hospital,128
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-04,Patients Admitted to the Hospital,150
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-04,7-Day Average of Patients Admitted to the Hospital,131
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-05,Patients Admitted to the Hospital,180
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-05,7-Day Average of Patients Admitted to the Hospital,140
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-06,Patients Admitted to the Hospital,170
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-06,7-Day Average of Patients Admitted to the Hospital,149
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-07,Patients Admitted to the Hospital,155
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-07,7-Day Average of Patients Admitted to the Hospital,150
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-08,Patients Admitted to the Hospital,170
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-08,7-Day Average of Patients Admitted to the Hospital,162
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-09,Patients Admitted to the Hospital,145
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-09,7-Day Average of Patients Admitted to the Hospital,161
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-10,Patients Admitted to the Hospital,189
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-10,7-Day Average of Patients Admitted to the Hospital,166
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-11,Patients Admitted to the Hospital,224
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-11,7-Day Average of Patients Admitted to the Hospital,176
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-12,Patients Admitted to the Hospital,207
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-12,7-Day Average of Patients Admitted to the Hospital,180
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-13,Patients Admitted to the Hospital,208
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-13,7-Day Average of Patients Admitted to the Hospital,185
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-14,Patients Admitted to the Hospital,234
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-14,7-Day Average of Patients Admitted to the Hospital,197
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-15,Patients Admitted to the Hospital,246
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-15,7-Day Average of Patients Admitted to the Hospital,208
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-16,Patients Admitted to the Hospital,213
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-16,7-Day Average of Patients Admitted to the Hospital,217
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-17,Patients Admitted to the Hospital,287
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-17,7-Day Average of Patients Admitted to the Hospital,231
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-18,Patients Admitted to the Hospital,269
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-18,7-Day Average of Patients Admitted to the Hospital,238
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-19,Patients Admitted to the Hospital,295
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-19,7-Day Average of Patients Admitted to the Hospital,250
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-20,Patients Admitted to the Hospital,316
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-20,7-Day Average of Patients Admitted to the Hospital,266
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-21,Patients Admitted to the Hospital,227
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-21,7-Day Average of Patients Admitted to the Hospital,265
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-22,Patients Admitted to the Hospital,184
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-22,7-Day Average of Patients Admitted to the Hospital,256
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-23,Patients Admitted to the Hospital,259
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-23,7-Day Average of Patients Admitted to the Hospital,262
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-24,Patients Admitted to the Hospital,258
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-24,7-Day Average of Patients Admitted to the Hospital,258
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-25,Patients Admitted to the Hospital,241
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-25,7-Day Average of Patients Admitted to the Hospital,254
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-26,Patients Admitted to the Hospital,167
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-26,7-Day Average of Patients Admitted to the Hospital,236
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-27,Patients Admitted to the Hospital,192
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-27,7-Day Average of Patients Admitted to the Hospital,218
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-28,Patients Admitted to the Hospital,240
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-28,7-Day Average of Patients Admitted to the Hospital,220
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-29,Patients Admitted to the Hospital,216
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-11-29,7-Day Average of Patients Admitted to the Hospital,225
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-04-12,Number of New Hospital Admissions,1632
Hospital Data,Hospital Level,Admissions (Weekly),Colorado,2020-04-19,Number of New Hospital Admissions,919
